url,place_id,latitude,longitude,name,category,rating,reviews_count,price_range,address,website,phone,opening_status,weekly_hours,photo_url,review_breakdown,top_reviews
https://www.google.com/maps/place/Restaurant+Zur+Wendelgard/data=!4m7!3m6!1s0x479af702c3fd75ad:0xc0265b7fa9c47f20!8m2!3d47.6644945!4d9.1762642!16s%2Fg%2F1x5qrrt5!19sChIJrXX9wwL3mkcRIH_EqX9bJsA?authuser=0,0x479af702c3fd75ad:0xc0265b7fa9c47f20,47.6644945,9.1762642,Restaurant Zur Wendelgard,German restaurant,4.7,,·€20–30,"Inselgasse 5, 78462 Konstanz-Altstadt, Germany",http://www.zur-wendelgard.de/,+49 7531 917488,,,,"{""5"": ""601"", ""4"": ""204"", ""3"": ""5"", ""2"": ""2"", ""1"": ""1""}",[]
https://www.google.com/maps/place/Cafe+M%C3%BCnsterhof/data=!4m7!3m6!1s0x479af71d4d1a68a3:0xed66b8ab8a57186f!8m2!3d47.6636533!4d9.174964!16s%2Fg%2F1wt3mckn!19sChIJo2gaTR33mkcRbxhXiqu4Zu0?authuser=0,0x479af71d4d1a68a3:0xed66b8ab8a57186f,47.6636533,9.174964,Cafe Münsterhof,German restaurant,4.4,,·€20–30,"Münsterpl. 3, 78462 Konstanz, Germany",http://www.muensterhof-konstanz.de/,+49 7531 3638427,,,,"{""5"": ""684"", ""4"": ""231"", ""3"": ""61"", ""2"": ""23"", ""1"": ""53""}",[]
https://www.google.com/maps/place/Suppengr%C3%BCn+soup+%26+salad+BAR/data=!4m7!3m6!1s0x479af71e7c892717:0x3af48c31cf95a8f5!8m2!3d47.658311!4d9.1753923!16s%2Fg%2F1tf6l54_!19sChIJFyeJfB73mkcR9aiVzzGM9Do?authuser=0,0x479af71e7c892717:0x3af48c31cf95a8f5,47.658311,9.1753923,Suppengrün soup & salad BAR,Restaurant,4.5,,·€10–20,"Sigismundstraße 19, 78462 Konstanz-Altstadt, Germany",https://suppengruen-konstanz.de/,+49 7531 917100,,,,"{""5"": ""410"", ""4"": ""110"", ""3"": ""30"", ""2"": ""17"", ""1"": ""12""}",[]
https://www.google.com/maps/place/Gmeiner+-+Confiserie+%26+Konditorei/data=!4m7!3m6!1s0x479af7db8700a3b1:0x22b389d5c7f2f1a9!8m2!3d47.6603411!4d9.1744764!16s%2Fg%2F11gmxmsjpx!19sChIJsaMAh9v3mkcRqfHyx9WJsyI?authuser=0,0x479af7db8700a3b1:0x22b389d5c7f2f1a9,47.6603411,9.1744764,Gmeiner - Confiserie & Konditorei,,4.7,,,"Kanzleistraße 3, 78462 Konstanz-Altstadt, Germany",https://www.confiserie-gmeiner.com/,+49 7531 3696100,,,,"{""5"": ""114"", ""4"": ""21"", ""3"": ""1"", ""2"": ""0"", ""1"": ""4""}",[]
https://www.google.com/maps/place/Balkan+B%C3%A4ckerei+%26+Grill+-+HOTI/data=!4m7!3m6!1s0x479af70030c4c1d9:0x97478807ce67b6cb!8m2!3d47.6730701!4d9.1694346!16s%2Fg%2F11x6hxgqhc!19sChIJ2cHEMAD3mkcRy7ZnzgeIR5c?authuser=0,0x479af70030c4c1d9:0x97478807ce67b6cb,47.6730701,9.1694346,Balkan Bäckerei & Grill - HOTI,Bakery,4.6,,·€1–10,"Max-Stromeyer-Straße 1, 78467 Konstanz, Germany",,+49 176 61750839,,,,"{""5"": ""42"", ""4"": ""3"", ""3"": ""0"", ""2"": ""3"", ""1"": ""2""}",[]
https://www.google.com/maps/place/Backstube+Stickel/data=!4m7!3m6!1s0x479af7a9539b229b:0x4015b1433dbf7337!8m2!3d47.677531!4d9.1853861!16s%2Fg%2F1v6p7v4y!19sChIJmyKbU6n3mkcRN3O_PUOxFUA?authuser=0,0x479af7a9539b229b:0x4015b1433dbf7337,47.677531,9.1853861,Backstube Stickel,Bakery,4.6,,·€1–10,"Friedrichstraße 28, 78464 Konstanz, Germany",https://www.backstube-stickel.de/,+49 7531 54845,,,,"{""5"": ""199"", ""4"": ""38"", ""3"": ""12"", ""2"": ""3"", ""1"": ""8""}",[]
https://www.google.com/maps/place/Hintert%C3%BCrle/data=!4m7!3m6!1s0x479af7029f8e3cc7:0xaa11d417fa9e3510!8m2!3d47.6650307!4d9.1748773!16s%2Fg%2F1tdw705d!19sChIJxzyOnwL3mkcREDWe-hfUEao?authuser=0,0x479af7029f8e3cc7:0xaa11d417fa9e3510,47.6650307,9.1748773,Hintertürle,Gastropub,4.8,,·€10–20,"Konradigasse 3, 78462 Konstanz-Altstadt, Germany",http://www.xn--hintertrle-geb.de/,+49 7531 23953,,,,"{""5"": ""80"", ""4"": ""16"", ""3"": ""2"", ""2"": ""1"", ""1"": ""0""}",[]
https://www.google.com/maps/place/wabisabi+by+umami+-+Ramen+%26+Bowls/data=!4m7!3m6!1s0x479af7ee8c90087d:0xa9eba23d9e2b510d!8m2!3d47.6596101!4d9.175717!16s%2Fg%2F11x2_4y542!19sChIJfQiQjO73mkcRDVErnj2i66k?authuser=0,0x479af7ee8c90087d:0xa9eba23d9e2b510d,47.6596101,9.175717,wabisabi by umami - Ramen & Bowls,Restaurant,4.3,,·€20–30,"Sigismundstraße 7, 78462 Konstanz, Germany",https://www.wabisabi-konstanz.de/,+49 7531 1227617,,,,"{""5"": ""140"", ""4"": ""25"", ""3"": ""23"", ""2"": ""10"", ""1"": ""9""}",[]
https://www.google.com/maps/place/KERVAN+Imbiss+-+vegan+vegetarisch+klassisch/data=!4m7!3m6!1s0x41087a1db4185fc1:0x242c01069213d87b!8m2!3d47.6628691!4d9.1750911!16s%2Fg%2F1hc0rq1wx!19sChIJwV8YtB16CEERe9gTkgYBLCQ?authuser=0,0x41087a1db4185fc1:0x242c01069213d87b,47.6628691,9.1750911,KERVAN Imbiss - vegan vegetarisch klassisch,Fast food restaurant,4.5,,·€10–20,"Wessenbergstraße 35, 78462 Konstanz, Germany",,+49 7531 2820239,,,,"{""5"": ""559"", ""4"": ""98"", ""3"": ""38"", ""2"": ""30"", ""1"": ""35""}",[]
https://www.google.com/maps/place/Blauer+Engel+Cocktail+Bar/data=!4m7!3m6!1s0x479af702a8ed9aa5:0x9d3ecb57ace9be8d!8m2!3d47.6642094!4d9.1751511!16s%2Fg%2F11c30_mfry!19sChIJpZrtqAL3mkcRjb7prFfLPp0?authuser=0,0x479af702a8ed9aa5:0x9d3ecb57ace9be8d,47.6642094,9.1751511,Blauer Engel Cocktail Bar,Cocktail bar,4.7,,·€10–20,"Sankt-Johann-Gasse 4, 78462 Konstanz-Altstadt, Germany",https://www.blauer-engel.com/,+49 7531 3638274,,,,"{""5"": ""501"", ""4"": ""75"", ""3"": ""12"", ""2"": ""7"", ""1"": ""21""}",[]
https://www.google.com/maps/place/Latinos/data=!4m7!3m6!1s0x479af71d06a43881:0x78568e51a9efafc6!8m2!3d47.661278!4d9.1766273!16s%2Fg%2F1wk7pv6z!19sChIJgTikBh33mkcRxq_vqVGOVng?authuser=0,0x479af71d06a43881:0x78568e51a9efafc6,47.661278,9.1766273,Latinos,,3.9,,·$$,"Salmannsweilergasse 1, 78462 Konstanz-Altstadt, Germany",,+49 7531 17399,,,,"{""5"": ""199"", ""4"": ""155"", ""3"": ""81"", ""2"": ""36"", ""1"": ""28""}",[]
https://www.google.com/maps/place/Meisterb%C3%A4ckerei+Schneckenburger/data=!4m7!3m6!1s0x479af70757691299:0x74c266bb736a7668!8m2!3d47.6726738!4d9.1840675!16s%2Fg%2F1ptyzdz_d!19sChIJmRJpVwf3mkcRaHZqc7tmwnQ?authuser=0,0x479af70757691299:0x74c266bb736a7668,47.6726738,9.1840675,Meisterbäckerei Schneckenburger,Bakery,3.9,,·€1–10,"Zähringerpl. 22, 78464 Konstanz-Petershausen-Ost, Germany",http://www.meisterbaeckerei.de/,+49 7531 6984652,,,,"{""5"": ""162"", ""4"": ""106"", ""3"": ""43"", ""2"": ""23"", ""1"": ""41""}",[]
https://www.google.com/maps/place/B%C3%A4ckerei+Nestel/data=!4m7!3m6!1s0x479af701f2473e03:0x477310b62aefe825!8m2!3d47.670053!4d9.1763955!16s%2Fg%2F1thvx7gy!19sChIJAz5H8gH3mkcRJejvKrYQc0c?authuser=0,0x479af701f2473e03:0x477310b62aefe825,47.670053,9.1763955,Bäckerei Nestel,Bakery,4.0,,·€1–10,"Ebertpl. 6, 78467 Konstanz-Petershausen-West, Germany",http://www.nestel.de/,+49 7531 697755,,,,"{""5"": ""46"", ""4"": ""24"", ""3"": ""11"", ""2"": ""4"", ""1"": ""8""}",[]
https://www.google.com/maps/place/Donato+-+italienische+%26+spanische+Spezialit%C3%A4ten/data=!4m7!3m6!1s0x479af6e20b5acecf:0xf3b4de8369733699!8m2!3d47.6600646!4d9.1728031!16s%2Fg%2F1tdl52y9!19sChIJz85aC-L2mkcRmTZzaYPetPM?authuser=0,0x479af6e20b5acecf:0xf3b4de8369733699,47.6600646,9.1728031,Donato - italienische & spanische Spezialitäten,Italian restaurant,4.7,,·€10–40,"Hussenstraße 15, 78462 Konstanz-Altstadt, Germany",,+49 7531 24992,,,,"{""5"": ""175"", ""4"": ""19"", ""3"": ""3"", ""2"": ""0"", ""1"": ""7""}",[]
https://www.google.com/maps/place/Logan%27s+City/data=!4m7!3m6!1s0x479af70014d4d33b:0xf1412ad065fd912a!8m2!3d47.6575392!4d9.1723883!16s%2Fg%2F11z10l367s!19sChIJO9PUFAD3mkcRKpH9ZdAqQfE?authuser=0,0x479af70014d4d33b:0xf1412ad065fd912a,47.6575392,9.1723883,Logan's City,Irish pub,4.6,18,·€10–20,"Zogelmannstraße 2, 78462 Konstanz, Germany",https://logans-pub.de/,+49 7531 2843310,,,,"{""5"": ""15"", ""4"": ""4"", ""3"": ""1"", ""2"": ""1"", ""1"": ""0""}",[]
https://www.google.com/maps/place/Caf%C3%A9+Ar%C3%B4me/data=!4m7!3m6!1s0x479af6e271dfaae3:0xc61147fbbd796255!8m2!3d47.6604099!4d9.1726714!16s%2Fg%2F11df6sv428!19sChIJ46rfceL2mkcRVWJ5vftHEcY?authuser=0,0x479af6e271dfaae3:0xc61147fbbd796255,47.6604099,9.1726714,Café Arôme,Cafe,4.6,,·€1–10,"Hussenstraße 10, 78462 Konstanz-Altstadt, Germany",,+49 7531 2825627,,,,"{""5"": ""96"", ""4"": ""12"", ""3"": ""7"", ""2"": ""3"", ""1"": ""2""}",[]
https://www.google.com/maps/place/Coban%27s+Food+am+Zoll/data=!4m7!3m6!1s0x479af713db98b7cd:0x61115e93632ed667!8m2!3d47.6563097!4d9.1699418!16s%2Fg%2F11vll5qrqs!19sChIJzbeY2xP3mkcRZ9YuY5NeEWE?authuser=0,0x479af713db98b7cd:0x61115e93632ed667,47.6563097,9.1699418,Coban's Food am Zoll,Doner kebab restaurant,4.5,,·€10–20,"Schwedenschanze 2R, 78462 Konstanz, Germany",,+49 7531 8911611,,,,"{""5"": ""114"", ""4"": ""12"", ""3"": ""8"", ""2"": ""2"", ""1"": ""9""}",[]
https://www.google.com/maps/place/Gourmetrestaurant+OPHELIA**/data=!4m7!3m6!1s0x479af705ff82d957:0xebaa077d77cbfbaf!8m2!3d47.6673346!4d9.1878643!16s%2Fg%2F1tqnkl8x!19sChIJV9mC_wX3mkcRr_vLd30Hqus?authuser=0,0x479af705ff82d957:0xebaa077d77cbfbaf,47.6673346,9.1878643,Gourmetrestaurant OPHELIA**,Fine dining restaurant,4.7,,·€100+,"Seestraße 25, 78464 Konstanz-Petershausen-Ost, Germany",https://www.restaurant-ophelia.de/,+49 7531 363090,,,,"{""5"": ""190"", ""4"": ""12"", ""3"": ""6"", ""2"": ""3"", ""1"": ""10""}",[]
https://www.google.com/maps/place/Don+Alfredo/data=!4m7!3m6!1s0x479af71d22420713:0xbd13e775da487d0f!8m2!3d47.6622165!4d9.176397!16s%2Fg%2F1td7m8kb!19sChIJEwdCIh33mkcRD31I2nXnE70?authuser=0,0x479af71d22420713:0xbd13e775da487d0f,47.6622165,9.176397,Don Alfredo,Italian restaurant,4.5,,·€10–20,"Hofhalde 7, 78462 Konstanz-Altstadt, Germany",http://www.restaurant-donalfredo.de/,+49 7531 917622,,,,"{""5"": ""624"", ""4"": ""154"", ""3"": ""46"", ""2"": ""15"", ""1"": ""37""}",[]
https://www.google.com/maps/place/Thalia+Long+Kitchen/data=!4m7!3m6!1s0x479af7002a3f59d1:0x1c4eace2b31b3b75!8m2!3d47.6563097!4d9.1699418!16s%2Fg%2F11njqqvdcs!19sChIJ0Vk_KgD3mkcRdTsbs-KsThw?authuser=0,0x479af7002a3f59d1:0x1c4eace2b31b3b75,47.6563097,9.1699418,Thalia Long Kitchen,Thai restaurant,,,,"Schwedenschanze 2, 78462 Konstanz-Altstadt, Germany",, Send to phone,,,,"{""5"": """", ""4"": """", ""3"": """", ""2"": """", ""1"": """"}",[]
https://www.google.com/maps/place/Pizzeria+Grill+Sido/data=!4m7!3m6!1s0x479a589e76972579:0x4dc08433cdff5c7f!8m2!3d47.6748848!4d9.1576129!16s%2Fg%2F1hm2wqn5m!19sChIJeSWXdp5YmkcRf1z_zTOEwE0?authuser=0,0x479a589e76972579:0x4dc08433cdff5c7f,47.6748848,9.1576129,Pizzeria Grill Sido,Pizza Takeout,4.5,,·€10–20,"Reichenaustraße 208, 78467 Konstanz, Germany",http://www.sido-pizzeria.de/,+49 7531 2827777,,,,"{""5"": ""242"", ""4"": ""38"", ""3"": ""10"", ""2"": ""5"", ""1"": ""19""}",[]
https://www.google.com/maps/place/ASIA+Lim+delicatessen+u.+Goods/data=!4m7!3m6!1s0x479a5f6e9d04c995:0xf7d76d9df43b9560!8m2!3d47.7328614!4d9.1136345!16s%2Fg%2F1tdgj6s1!19sChIJlckEnW5fmkcRYJU79J1t1_c?authuser=0,0x479a5f6e9d04c995:0xf7d76d9df43b9560,47.7328614,9.1136345,ASIA Lim delicatessen u. Goods,,4.8,,,"Brühlstraße 13, 78465 Konstanz-Dettingen, Germany",http://asia-lim-konstanz.jimdo.com/,+49 7533 98059,,,,"{""5"": ""84"", ""4"": ""14"", ""3"": ""2"", ""2"": ""1"", ""1"": ""1""}",[]
https://www.google.com/maps/place/Restaurant+Waldhaus+Jakob/data=!4m10!3m9!1s0x479af776d862a037:0x5bc961276e974f87!5m2!4m1!1i2!8m2!3d47.6667694!4d9.2094353!16s%2Fg%2F11b6v771pl!19sChIJN6Bi2Hb3mkcRh0-XbidhyVs?authuser=0,0x479af776d862a037:0x5bc961276e974f87,47.6667694,9.2094353,Restaurant Waldhaus Jakob,,4.2,,·$$·Restaurant·,"Eichhornstraße 84, 78464 Konstanz-Petershausen-Ost, Germany",https://www.restaurant-waldhaus-jakob.de/,+49 7531 810013,,,,"{""5"": ""326"", ""4"": ""128"", ""3"": ""44"", ""2"": ""26"", ""1"": ""33""}",[]
https://www.google.com/maps/place/Domino%27s+Pizza+Konstanz/data=!4m7!3m6!1s0x479af7aa1b44a7a3:0x56d769ce50adebba!8m2!3d47.6737646!4d9.1832795!16s%2Fg%2F1tdp407m!19sChIJo6dEG6r3mkcRuuutUM5p11Y?authuser=0,0x479af7aa1b44a7a3:0x56d769ce50adebba,47.6737646,9.1832795,Domino's Pizza Konstanz,Pizza restaurant,3.8,,·€10–20,"Zähringerpl. 15, 78464 Konstanz, Germany",https://www.dominos.de/?utm_source=google&utm_medium=local&utm_campaign=yext,+49 7531 996886,,,,"{""5"": ""269"", ""4"": ""66"", ""3"": ""25"", ""2"": ""26"", ""1"": ""104""}",[]
https://www.google.com/maps/place/Stadtkind+Konstanz/data=!4m7!3m6!1s0x479af6fce5854b4d:0x58279be530000344!8m2!3d47.6655926!4d9.1710223!16s%2Fg%2F11bbwmtz6z!19sChIJTUuF5fz2mkcRRAMAMOWbJ1g?authuser=0,0x479af6fce5854b4d:0x58279be530000344,47.6655926,9.1710223,Stadtkind Konstanz,Cafe,4.5,,·€10–20,"Brauneggerstraße 31, 78462 Konstanz-Altstadt, Germany",http://www.stadtkind-konstanz.de/, Send to phone,,,,"{""5"": ""524"", ""4"": ""143"", ""3"": ""50"", ""2"": ""18"", ""1"": ""14""}",[]
https://www.google.com/maps/place/Ko%27Ono+Hotel+und+Restaurant/data=!4m10!3m9!1s0x479af6275d83a815:0x385e6e8ed4429604!5m2!4m1!1i2!8m2!3d47.7130697!4d9.1732011!16s%2Fg%2F1ttyvqd_!19sChIJFaiDXSf2mkcRBJZC1I5uXjg?authuser=0,0x479af6275d83a815:0x385e6e8ed4429604,47.7130697,9.1732011,Ko'Ono Hotel und Restaurant,,4.6,2276,,"Martin-Schleyer-Straße 19, 78465 Konstanz, Germany",http://www.koono.de/,+49 7531 361900,,,,"{""5"": ""1,629"", ""4"": ""444"", ""3"": ""116"", ""2"": ""52"", ""1"": ""38""}",[]
https://www.google.com/maps/place/Defne/data=!4m7!3m6!1s0x479af7013785efd9:0x4842ac83eeaa7501!8m2!3d47.669486!4d9.1818294!16s%2Fg%2F1tfbm8w0!19sChIJ2e-FNwH3mkcRAXWq7oOsQkg?authuser=0,0x479af7013785efd9:0x4842ac83eeaa7501,47.669486,9.1818294,Defne,Turkish restaurant,4.6,,·€10–20,"Theodor-Heuss-Straße 20, 78464 Konstanz-Petershausen-Ost, Germany",http://www.defne-kn.de/,+49 7531 61580,,,,"{""5"": ""1,029"", ""4"": ""230"", ""3"": ""50"", ""2"": ""29"", ""1"": ""52""}",[]
https://www.google.com/maps/place/Heimatliebe+Bodensee+Niederburg/data=!4m7!3m6!1s0x21bda00d3ec4b769:0xd4c586f2476eeceb!8m2!3d47.664756!4d9.1750832!16s%2Fg%2F11vf3mv3nm!19sChIJabfEPg2gvSER6-xuR_KGxdQ?authuser=0,0x21bda00d3ec4b769:0xd4c586f2476eeceb,47.664756,9.1750832,Heimatliebe Bodensee Niederburg,Bakery,4.6,1,·€1–10,"Sankt-Johann-Gasse 12, 78462 Konstanz, Germany",https://heimatliebe-bodensee.com/,+49 7531 27867,,,,"{""5"": ""16"", ""4"": ""3"", ""3"": ""3"", ""2"": ""0"", ""1"": ""0""}",[]
https://www.google.com/maps/place/Sportgastst%C3%A4tte+Waldheim/data=!4m7!3m6!1s0x479af7a0c0a3a7b9:0x3c0d6d9cee462bc5!8m2!3d47.6730053!4d9.1975523!16s%2Fg%2F1tf8619m!19sChIJuaejwKD3mkcRxStG7pxtDTw?authuser=0,0x479af7a0c0a3a7b9:0x3c0d6d9cee462bc5,47.6730053,9.1975523,Sportgaststätte Waldheim,Turkish restaurant,4.4,,·€10–20,"Salesianerweg 2, 78464 Konstanz-Allmannsdorf, Germany",https://www.instagram.com/waldheimkonstanz?igsh=MWd0bnp4anA5bnMyOA==,+49 7531 8046379,,,,"{""5"": ""128"", ""4"": ""29"", ""3"": ""16"", ""2"": ""4"", ""1"": ""9""}",[]
https://www.google.com/maps/place/Good+Rice+zum+Elefanten/data=!4m7!3m6!1s0x479af762f1dec6bf:0xe7ad36ee9a0066c1!8m2!3d47.6619383!4d9.1749865!16s%2Fg%2F1tfr94sw!19sChIJv8be8WL3mkcRwWYAmu42rec?authuser=0,0x479af762f1dec6bf:0xe7ad36ee9a0066c1,47.6619383,9.1749865,Good Rice zum Elefanten,Vietnamese restaurant,4.5,,·€20–30,"Salmannsweilergasse 34, 78462 Konstanz, Germany",http://www.goodrice-restaurant.de/,+49 7531 22164,,,,"{""5"": ""991"", ""4"": ""233"", ""3"": ""94"", ""2"": ""52"", ""1"": ""50""}",[]
https://www.google.com/maps/place/Yume+Sushi+Bar+Fine+Dining/data=!4m7!3m6!1s0x479af763a9699d31:0xa54d5faa1d288124!8m2!3d47.6591638!4d9.1722986!16s%2Fg%2F11ghzk_cgj!19sChIJMZ1pqWP3mkcRJIEoHapfTaU?authuser=0,0x479af763a9699d31:0xa54d5faa1d288124,47.6591638,9.1722986,Yume Sushi Bar Fine Dining,Sushi restaurant,4.6,,·€20–30,"Neugasse 42, 78462 Konstanz-Altstadt, Germany",https://yume-sushi.de/,+49 7531 8046826,,,,"{""5"": ""329"", ""4"": ""67"", ""3"": ""25"", ""2"": ""13"", ""1"": ""5""}",[]
https://www.google.com/maps/place/Caf%C3%A9+Bar+107/data=!4m7!3m6!1s0x479af6e27bb43a2f:0x54a1cf93b87ae83!8m2!3d47.6609395!4d9.1728345!16s%2Fg%2F11h2n6cgbq!19sChIJLzq0e-L2mkcRg66HO_kcSgU?authuser=0,0x479af6e27bb43a2f:0x54a1cf93b87ae83,47.6609395,9.1728345,Café Bar 107,Bar,4.5,,·€1–10,"Paradiesstraße 5, 78462 Konstanz, Germany",https://www.instagram.com/107_hundertsieben?igsh=MWc0bHNhdGxwZm05NQ%3D%3D&utm_source=qr, Send to phone,,,,"{""5"": ""84"", ""4"": ""15"", ""3"": ""12"", ""2"": ""0"", ""1"": ""4""}",[]
https://www.google.com/maps/place/Siddhartha/data=!4m7!3m6!1s0x479af6e27bb84769:0x1945c3ac831712ef!8m2!3d47.6609738!4d9.1727456!16s%2Fg%2F1vr3c48f!19sChIJaUe4e-L2mkcR7xIXg6zDRRk?authuser=0,0x479af6e27bb84769:0x1945c3ac831712ef,47.6609738,9.1727456,Siddhartha,Indian restaurant,4.7,,·€20–30,"Paradiesstraße 7, 78462 Konstanz, Germany",https://www.siddhartha-restaurant.de/,+49 7531 9220207,,,,"{""5"": ""1,159"", ""4"": ""180"", ""3"": ""84"", ""2"": ""5"", ""1"": ""11""}",[]
